4.094449816715479973e-03 4.987557227742102107e-05 1.207747175965366690e-05 1.169496141562103116e-05 1.265362647550605062e-03
nan 1.224614172669532489e-03 7.438180201031314661e-05 5.843004609195814593e-05 1.353423025136187756e-04
nan nan 1.020878060812361243e-03 5.950266270023570623e-04 3.183359731859660520e-04
nan nan nan 3.421959299708894663e-04 1.121261804459327627e-03
nan nan nan nan 6.583646135332278443e-04
