1.166266115355616158e-06 6.317004397273519063e-08 9.204887463883810802e-07 1.535063879750918714e-06 2.273115569005035117e-06
nan 2.352859180173840069e-06 1.301066721771734690e-06 1.324764472790836846e-06 1.173788026182700206e-06
nan nan 2.754938602868105998e-06 6.055686800493879947e-08 3.530973643154676209e-06
nan nan nan 1.650643828811355326e-05 1.444212185274980059e-05
nan nan nan nan 7.218462429988127494e-04
