4.547848652989172577e-07 1.972836236043970414e-07 4.749854939669848327e-07 8.296739226116496414e-08 8.337212743718815604e-06
nan 3.689673391931501240e-07 4.897727513968964493e-07 2.379969954849906653e-06 9.978495357006881550e-06
nan nan 1.614360408128014838e-08 5.220329549469918797e-07 5.058566094897738224e-06
nan nan nan 1.218777574861715511e-05 2.123422291194843520e-05
nan nan nan nan 9.998275864817351727e-05
